modul,price,score
  15.6    ThinkBook 15 G2ITL-i3 8GB 256GB -  ,17790000,
  15.6    ThinkBook 15-FF,17500000,3.2
  15.6    IdeaPad 3 15ITL6-i3 20GB 1SSD -  ,17500000,
  15.6    V15-i3 8GB 256SSD MX350 -  ,17480000,
  15.6    IdeaPad Slim 3 15IAN8-i3 8GB 512SSD -  ,17440000,
  15.6    ideapad 3 15IML05 81WB01G2AK-P 8GB 1HDD 512SSD -  ,17400000,
  15.6    ThinkBook 15 G2ITL-i3 4GB 1T -  ,17400000,
  15.6    IdeaPad 3-i3 12GB 1HDD 512SSD -  ,17400000,4.3
  15.6    ThinkBook 15-FZ,17400000,4.3
  15.6    IdeaPad 3 VLQ i3 20GB 1T UHD,17340000,
  15.6    ThinkBook 15-FC,17200000,3.4
  15.6    ThinkBook 15-FG,17200000,3.6
  15.6    IdeaPad 3 15ITL6 - i3 12G 512G -  ,17200000,3
  15.6    ThinkBook 15-FD,17100000,3.9
  15.6    V15-i3 4GB 256SSD MX350,17080000,4
  15.6    Thinkbook 15 G2 ITL-i3 8GB 256SSD -  ,17050000,
  15.6    Ideapad 1 15AMN7-R3 4GB 128SSD Radeon -  ,17000000,
  15.6    ThinkBook 15-FB,16900000,4.1
  15.6    IdeaPad 5 15ITL05-i3 4GB 256GB 2GB,17150000,5
  15.6    IdeaPad 3 15ITL6 - i3 8G 512G 1T -  ,16780000,5
  15.6    ThinkBook 15-FA,16750000,3.7
  15.6    V15 G3 IAP i3 8GB 1HDD 256SSD -  ,16700000,
  15.6    IdeaPad 3 15IAU7-i3 12GB 1SSD -  ,16600000,4
  15.6    ThinkBook 15-F,16590000,4.1
  15.6    IdeaPad 3 15ITL6-i3 20GB 1HDD 256SSD -  ,16560000,5
  15.6    V15 G2 ITL-i3 8GB 512SSD -  ,16480730,2.6
  15.6    V15 G3 IAP-i3 8GB 512SSD -  ,16470000,
  15.6    V15 G3 IAP-i3 12GB 512SSD -  ,16420000,
  15.6    IdeaPad 3 15IAU7-i3 16GB 512SSD -  ,16490000,
  15.6    ThinkBook 15 G2 ITL-F,16350000,3.3
  15.6    IdeaPad 3 VLP i3 20GB 512GB UHD,16340000,
  15.6    IdeaPad Slim 3 15IAN8-i3 8GB 256SSD,16340000,
  15.6    IdeaPad 3 15ITL6-i3 20GB 512SSD -  ,16240000,3.5
  15.6    V15 G3 IAP-i3 12GB 256SSD -  ,16070000,
  15.6    V15 G4 AMN-A 8GB 1SSD Radeon     -  ,16080000,
  15.6    Ideapad 3 15IML05-P 4GB 1HDD 256SSD -  ,15990000,
  15.6    ideapad 3 15IML05 81WB01G2AK-P 8GB 1HDD 256SSD -  ,15990000,
  15.6    Ideapad 3 15IML05-P 8GB 512SSD -  ,15990000,
  15.6    V15 G4 AMN-A 8GB 1SSD Radeon W -  ,15984000,
  15.6    IdeaPad 3 15ITL05,15900000,4
  15.6    IdeaPad 3 15ITL6 - i3 12G 512G 1T -  ,15900000,4.2
  15.6    V15 G3 IAP-i3 8GB 256SSD -  ,15780000,
  15.6    V15 G2ITL-i3-8-256-1 -  ,15770000,
  15.6    V15 G2ITL-i3 12GB 1HDD 256SSD -  ,15750000,4.7
  15.6    V15 G2 ITL-i3 8GB 1T 128GB -  ,15650000,4.6
  15.6    IdeaPad 3 15ITL6-i3 8GB 1HDD 512SSD -  ,15580000,
  15.6    V15 G4 AMN-A 8GB 2SSD Radeon     -  ,15560000,
  15.6    IdeaPad 3-i3 12GB 1HDD 256SSD -  ,15500000,4
  15.6    IdeaPad 3 - P 4GB 1T,15500000,
  15.6    IdeaPad 3 15ITL6-i3 8GB 1HDD 256SSD -  ,15500000,3.4
  15.6    IdeaPad 3-i3 8GB 1HDD 128SSD -  ,15430000,4.6
  15.6    V15 G2ITL-i3 8GB 512SSD -  ,15399000,
  15.6    IdeaPad 3 15ITL6-i3 12GB 1HDD 256SSD -  ,15800000,4.1
  15.6    V15 G4 AMN-A 8GB 1SSD Radeon     -  ,15360000,
  15.6    V15 G2ITL-i3-12-1 -  ,15350000,5
  15.6    IdeaPad 1 15amn7-R3 4GB 512SSD Radeon 610M -  ,15300000,
  15.6    IdeaPad 3 15IML05-i3 8GB 1HDD 128SSD -  ,15300000,
  15.6    IdeaPad 3 15ITL6-i3 12GB 1HDD 512SSD -  ,15280000,
  15.6    V15 G4 AMN-A 8GB 512SSD Radeon     -  ,15216000,
  15.6    IdeaPad 3 15ITL6-i3 20GB 512SSD -  ,15180000,
  15.6    IdeaPad 3 15ITL6-i3 8GB 1SSD -  ,15340000,4
  15.6    IdeaPad 3 15ITL6-i3 12GB 1SSD -  ,15200000,3
  15.6    IdeaPad 3 15IAU7-i3 12GB 512SSD -  ,15100000,4.6
  15.6    IdeaPad 3 15IML05-i3 12GB 1HDD -  ,15000000,4
  15.6    ideapad 3 15IML05 81WB01G2AK-P 4GB 512SSD -  ,14990000,
  15.6    V15 G2ITL-i3-8-1 -  ,14950000,4
  15.6    IdeaPad 3 15ITL6 - i3 12G 128G 1T -  ,14900000,
  15.6    Ideapad 3 15IML05-P 8GB 256SSD -  ,14800000,
  15.6    IdeaPad 3 15IAU7-i3 16GB 256SSD -  ,14740000,
  15.6    IdeaPad 3 15IAU7-i3 12GB 256SSD -  ,14720000,4
  15.6    V15 G2 ITL i3 8GB 256SSD -  ,14690000,3
  15.6    V15 IGL-Celeron 4GB 1HDD 1SSD -  ,14500000,
  15.6    IdeaPad 3 15IAU7-i3 8GB 512SSD -  ,14470000,4.3
  15.6    IdeaPad 3 15IML05-i3 12GB 1HDD 256SSD -  ,14469050,
  15.6    V15 G4 AMN,14450000,
  15.6    IdeaPad 3 15ITL6 - i3 4G 256G 1T -  ,14450000,3.4
  15.6    IdeaPad 3 15IML05-i3 8GB 1HDD 256SSD -  ,14369130,5
  15.6    IdeaPad 3 15ITL6-i3 4GB 1HDD 512SSD -  ,14320000,
  15.6    Ideapad 3 15ITL05-i3 12GB 512SSD -  ,14300000,
  15.6    IdeaPad 3 15IAU7-i3 8GB 256SSD,14890000,4.3
  15.6    V15 G3 IAP-i3 4GB 256SSD,14250000,5
  15.6    IdeaPad 3 15ITL6-i3 8GB 1HDD -  ,14100000,4
  15.6    V15 G2 ITL i3 12 256 -  ,14099000,4.5
  15.6    IdeaPad 3 15ITL6-i3 4GB 512SSD -  ,14080000,
  15.6    IdeaPad 3 15ITL6-i3 12GB 256SSD UHD -  ,14030000,
  15.6    IdeaPad 3 15ITL6 - i3 8G 256G -  ,14000000,3
  15.6    IdeaPad 3 15ITL6-i3 8GB 512SSD -  ,13930000,
  15.6    V15 G4 AMN-A 8GB 256SSD Radeon     -  ,13920000,
  15.6    IdeaPad 3 15IAU7,13750000,4.2
  15.6    IdeaPad 3 15IAU7-i3 8GB 256SSD -  ,13690000,5
  15.6    IdeaPad 3 15ITL6 - i3 8G 1T -  ,14090000,2.8
  15.6    IdeaPad 3 15IAU7-i3 4GB 256SSD,13500000,5
  15.6    IdeaPad 3 15ITL6-i3 4GB 1HDD,13500000,3.8
  15.6    Notebook V15 G2 ITL,13490000,3.8
  15.6    V15 IGL-C 4GB 1SSD,13480000,
  15.6    V15 IGL-Celeron 4GB 1HDD 512SSD -  ,13460000,
  15.6    V15 G2ITL-i3 4GB 256SSD,13550000,4.1
  15.6    IdeaPad 3 15IML05-i3 8GB 1HDD -  ,13190020,
  15.6    IdeaPad 3 15ITL6-i3 4GB 256SSD,13190000,
  15.6    IdeaPad 3 15ITL6-i3 4GB 256SSD -  ,13180000,
  15.6    V15 IGL-Celeron 4GB 1HDD 256SSD -  ,13100000,
  15.6    IdeaPad 3-i3 4GB 256GB,13000000,3.7
  15.6    Ideapad 3 15IML05 - 81WB,12799000,4.1
  11    IdeaPad 1 4GB 1SSD Radeon -  ,12760000,5
  15.6    V15 G4 AMN-A 8GB 1SSD Radeon -  ,12768000,3
  15.6    V15 G4 AMN-A 8GB 256SSD Radeon W11,12672000,
  15.6    V15 IGL-Celeron 4GB 1HDD 128SSD -  ,12600000,
  15.6    V15 IGL-Celeron 4GB 1HDD -  ,12500000,
  15.6    V15 G4 AMN-A 8GB 1SSD Radeon -  ,12850000,
  15.6    IdeaPad 1 15amn7 82VG009CAK-R3 4GB 256SSD Radeon,12290000,5
  15.6    Ideapad 1 15AMN7-R3 4GB 256SSD Radeon,12290000,
  15.6    V15 G4 AMN-A 8GB 512SSD Radeon W -  ,12255000,
  11.6    IdeaPad 1 - MKB,12100000,4.5
  15.6    V15 IGL-Celeron 4GB 128SSD-  ,12000000,
  15.6    IdeaPad 3 15IGL05-C 4GB 512SSD -  ,11970000,
  15.6    IdeaPad 3 15IGL05-C 4G 128G 1T -  ,11960000,4.5
  15.6    IdeaPad 3 15IGL05-C 4GB 1HDD 512SSD -  ,11880000,3.4
  15.6    IdeaPad 1 15IGL7-C 4GB 128SSD,11799000,3
  15.6    V15 G4 AMN-A 8GB 128SSD Radeon W -  ,11785500,
  15.6    V15 G4 AMN-A 8GB 512SSD Radeon -  ,11472000,
  15.6    V15 G4 AMN-A 8GB 512SSD Radeon -  ,11452800,5
  15.6    IdeaPad 3 15IGL05-C 4GB 512SSD -  ,11430000,
  11.6    IdeaPad 1 11ADA05 - A -  ,11390000,1
  15.6    IdeaPad 3 15IGL05-C 4GB 1HDD 512SSD -  ,11350000,4.3
  11.6    IdeaPad 1 11ADA05 - B -  ,11300000,4.6
  11    IdeaPad 1 - A,11070000,4.1
  15.6    V15 G4 AMN-A 8GB 256SSD Radeon,10998000,3.5
  15.6    V15 G4 AMN-A 8GB 128SSD Radeon -  ,10974000,
  15.6    IdeaPad 3 15IGL05-C 4GB 1HDD 128SSD -  ,10920000,3.6
  15.6    IdeaPad 3 15IGL05-C 4GB 1HDD 256SSD -  ,10900000,4.4
  15.6    IdeaPad 3 15IGL05-C 4G 256G 1T -  ,10870000,4
  15.6    V15-EA,10770000,4.2
  15.6    IdeaPad 3 15IGL05-C 4GB 1HDD,10250000,3.8
  11.6    IdeaPad 1 11ADA05 athlon 4 128 vega3,9899000,
  15.6    V15 IGL-C 4GB 512SSD,9740000,
  11    IdeaPad 1-A 4GB 128SSD Radeon,9408000,4.2
  15.6    V15 IGL - MKA,9080000,4
  15.6    V15 IGL-C 4GB 256SSD,9070000,
