modul,price,score
  15.6    X515EP-EJ194,25150000,5
  15.6    Vivobook R1502ZA-BQ709-i3 8GB 512SSD UHD -  ,25100000,5
  15.6    Vivobook R1502ZA-BQ709-i3 8GB 1SSD UHD -  ,25000000,
  15.6    Vivobook M513UA-BN717-R5 16GB 512SSD Radeon -  ,25000000,
  15.6    VivoBook R565EP-CA,24990000,
  15.6    X1500EP-EJ005W i5 8GB 512SSD MX330 -  ,24790000,5
  15.6    X1500EP-EJ005W i5 16GB 512SSD MX330 -  ,24570000,
  15.6    X515EP-EJ194-i5 16GB 512SSD MX330 -  ,24350000,
  15.6    X515EP-EJ742-i5 12GB 512SSD MX330,24250000,
  15.6    X515EP-EJ194-i5 12GB 512SSD MX330 -  ,23999000,
  15.6    A1500EA-EJ3390W-i3 16GB 1SSD -  ,23765000,
  15.6    Vivobook X515JA-EJ3487W-i3 12GB 1HDD 256SSD UHD -  ,23760000,4
  15.6    VivoBook R565EA-BQ2625,23600000,4.3
  14    Vivobook R465EA-EB1592-I3 8GB 512SSD -  ,23100000,
  14    Vivobook R465EA-EB1592-I3 12GB 256SSD -  ,22990000,
  15.6    VivoBook X515EP-EJ338,22890000,4.2
  15.6    Vivobook X515JA-EJ3487W-i3 12GB 256SSD UHD -  ,22500000,5
  14    Asus VivoBook 14 F415EA-AS31 i3 12GB 1SSD -  ,22442000,5
  16    Vivobook R1605ZA-MB211,22400000,
  15.6    Vivobook M513UA-BN717-R5 8GB 1SSD Radeon -  ,22130000,
  14    Asus VivoBook 14 F415EA-AS31 i3 8GB 1SSD -  ,21854000,
  15.6    Vivobook R565EP-EJ627-i3 8GB 1HDD 512SSD MX330 -  ,21799000,
  14    Asus VivoBook 14 F415EA-AS31 i3 20GB 512SSD -  ,21413000,
  15.6    ExpertBook B1500-EJ003W i3 16GB 1HDD 1SSD -  ,21385000,
  15.6    Vivobook R565EP-EJ627-i3 4GB 1HDD 512SSD MX330 -  ,21199000,
  15.6    ExpertBook B1 B1500CEAE-EJ003W-i3 12GB 1HDD 1SSD -  ,21120000,
  14    Vivobook R465EA-EB1592-i3 12GB 512SSD -  ,20990000,4
  14    Vivobook R465EA-EB1592-i3 20GB 1SSD -  ,20970000,5
  15.6    Vivobook 15 X509FA-BR952T-i3 12GB 1HDD 1SSD -  ,20950000,1.5
  15.6    R565EP-EJ532,20785160,3.8
  15.6    X515EA-EJ1314-i3 20GB 1HDD 1SSD -  ,20730000,
  15.6    VivoBook 15 R1502ZA-EJ957,20700000,5
  15.6    Vivobook 15 R1502ZA-EJ956-i3 12GB 512SSD -  ,20650000,
  15.6    ExpertBook B1 B1500CEAE-EJ003W-i3 8GB 1HDD 1SSD -  ,20640000,
  14    Vivobook R465EA-EB1592-i3 20GB 256SSD -  ,20640000,
  15.6    ExpertBook B1500-EJ003W i3 16GB 1HDD 512SSD -  ,20470000,4
  15.6    Vivobook 15 X509FA-BR952T-i3 8GB 1HDD 1SSD -  ,20300000,
  14    Vivobook R465EA-EB1592-i3 20GB 512SSD -  ,20280000,
  14    Vivobook R465EA-EB1592-i3 12GB 1SSD -  ,20230000,
  15.6    ExpertBook B1 B1500CEAE-EJ003W-i3 12GB 1HDD 256SSD -  ,20200000,
  14    Vivobook R465EA-EB1592-i3 8GB 1SSD -  ,20100000,
  15.6    Vivobook 15 X509FA-BR952T-i3 12GB 1HDD 512SSD -  ,20100000,4.5
  15.6    ExpertBook B1 B1500CEAE-EJ003W-i3 12GB 1HDD 512SSD -  ,20016000,
  15.6    X515EA-EJ1314-i3 20GB 1HDD 512SSD -  ,19920000,
  15.6    ExpertBook B1500-EJ003W-i3 16GB 512SSD,19900000,
  15.6    X515EA-EJ1314-i3 8GB 1HDD 512SSD -  ,19680000,
  15.6    ExpertBook B1 B1500CEAE-EJ003W-i3 8GB 1HDD 512SSD -  ,19680000,
  15.6    Vivobook X1504-NJ003W-i3 4GB 1SSD -  ,19670000,
  15.6    Vivobook 15 X509FA-BR952T-i3 8GB 1HDD 512SSD -  ,19500000,
  15.6    Vivobook R565EP-EJ627-i3 8GB 512SSD MX330 -  ,19698000,
  15.6    X515EA-EJ1314-i3 12GB 1HDD 512SSD -  ,19480000,
  15.6    Vivobook X1504-NJ003W-i3 8GB 1SSD -  ,19470000,
  15.6    X515EA-EJ1314-i3 20GB 1SSD -  ,19400000,
  15.6    X515EA-EJ1314-i3 12GB 1HDD 256SSD -  ,19372800,
  15.6    ExpertBook B1500-EJ003W i3 16GB 1HDD 256SSD -  ,19350000,
  15.6    Vivobook X1504-NJ003W-i3 12GB 1SSD -  ,19310000,
  15.6    Vivobook 15 X509FA-BR952T-i3 12GB 1HDD 256SSD -  ,19300000,4.3
  15.6    ExpertBook B1500-EJ003W i3 8GB 1SSD -  ,19278000,
  14    VivoBook R465FA-BA,19270000,5
  15.6    Vivobook R1502ZA-BQ709-i3 8GB 256SSD UHD,19200000,
  15.6    Vivobook 15 X509FA-BR952T-i3 12GB 1TB UHD -  ,19100000,4.2
  15.6    R1502ZA-BQ762,19000000,4.2
  15.6    X515EA-EJ1314-i3 8GB 1HDD 256SSD -  ,18980000,
  15.6    ExpertBook B1 B1500CEAE-EJ003W-i3 8GB 1HDD 256SSD -  ,18905000,
  15.6    Vivobook 15 X509FA-BR952T-i3 8GB 1HDD 256SSD -  ,18900000,
  15.6    Vivobook 15 X509FA-BR952T-i3 8GB 1TB UHD -  ,18900000,
  15.6    R565EP-EJ627,19240000,4.3
  15.6    Vivobook X1504-NJ003W-i3 12GB 512SSD -  ,18700000,3
  14    Vivobook R465EA-EB1592-I3 8GB 256SSD -  ,18640000,
  15.6    ExpertBook B1500-EJ003W-i3 12GB 512SSD,18630000,
  15.6    ExpertBook B1 B1500CEAE-EJ003W-i3 12GB 1HDD -  ,18624000,
  14.0    VivoBook R465EA-A,18590000,3
  15.6    ExpertBook B1 B1500CEAE-EJ003W-i3 12GB 256SSD -  ,18550000,
  15.6    Vivobook X1504-NJ003W-i3 12GB 256SSD -  ,18440000,
  15.6    Vivobook X1504-NJ003W-i3 4GB 512SSD -  ,18420000,
  15.6    Vivobook 15 X509FA-BR952T-i3 8GB 512GB UHD -  ,18100000,
  15.6    Vivobook 15 X509FA-BR952T-i3 12GB 512GB UHD -  ,17990000,
  15.6    Vivobook 15 R1502ZA-EJ958,17979000,4
  15.6    Vivobook 15 X509FA-BR952T-i3 12GB 1HDD -  ,17950000,5
  15.6    Vivobook X1504-NJ003W-i3 8GB 512SSD -  ,17860000,
  15.6    ExpertBook B1500-EJ003W,17800000,
  14.1    Vivobook R465EA-EB1592,18400000,4.3
  15.6    X515EA-EJ1314-i3 12GB 1SSD -  ,17660000,
  15.6    Vivobook 15 X509FA-BR952T-i3 12GB 256SSD -  ,17650000,
  15.6    Vivobook 15 X509FA-BR952T-i3 8GB 256SSD -  ,17600000,4
  15.6    Vivobook 15 X509FA-BR952T-i3 8GB 1HDD -  ,17600000,
  15.6    Vivobook R1502ZA-EJ956 i3 4GB 256 SSD,17599000,4
  15.6    Vivobook X1504-NJ003W-i3 4GB 256SSD -  ,17580000,
  15.6    X515EA-EJ1314-i3 20GB 512SSD -  ,17450000,
  15.6    Vivobook X1504-NJ003W-i3 8GB 256SSD -  ,17350000,
  15.6    Vivobook 15 X509FA-BR952T,17300000,
  15.6    R565EA-EJ2936,17290000,
  15.6    X515EA-EJ1314-i3 8GB 512SSD -  ,17000000,5
  15.6    X515EA-BQ868,16830000,
  15.6    X515EA-BQ868,16830000,
  15.6    X515EA-EJ1314-i3 8GB 256SSD -  ,16500000,4
  15.6    Vivobook E510MA-BR1116-C 4GB 1SSD -  ,16470000,4.7
  15.6    X515EA-EJ1314-i3 12GB 512SSD -  ,16430000,4.7
  15.6    VivoBook R565EA-EJ2940 - I3 4GB 256SSD,16200000,
  15.6    P1512CEA-BQ1045XA,15999000,
  15.6    VivoBook E510MA-BR1116,15100000,4.3
  15.6    X515EA-EJ1314,14400000,
  15.6    X515EA-EJ1314 i3 4GB 256GB,14250000,5
  14    Vivobook E410MA-BV1517-C 4GB 1SSD -  ,13540000,
  14    Vivobook E410MA-BV1517-C 4GB 512SSD -  ,13400000,
  14    Vivobook E410MA-BV1517,12300000,4.2
  14    E410MA-EK1284,10990000,4.5
